source,row_number,issue_code,severity,details,incident_type_raw,incident_description,risk_level_raw,risk_percentage_raw,priority_raw
negative,4821,RISK_LEVEL_MISMATCH,high,"Risk 31.0 implies Low, but row has Medium.",None / Non-Abuse Report,Ang alaga naming aso ay biglang kumanta ng pambansang awit sa garahe noong nakaraang linggo kaya na-late ako sa trabaho.,Medium,31,P3
negative,4822,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Ang alaga naming aso ay nagalit at nag-walk out sa loob ng banyo kaninang alas-tres ng madaling araw pero panaginip lang pala iyon.,Low,37,P3
negative,4823,RISK_LEVEL_MISMATCH,high,"Risk 5.0 implies Low, but row has Medium.",None / Invalid,Yung tricycle driver ay nagalit at nag-walk out sa loob ng banyo noong nakaraang linggo habang nanonood ako ng Netflix.,Medium,5,P3
negative,4824,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung tricycle driver ay nag-demand ng mas malaking sweldo sa likod ng bahay kahapon ng hapon dahil nag-brownout.,Medium,11,P3
negative,4824,RISK_LEVEL_MISMATCH,high,"Risk 11.0 implies Low, but row has Medium.",None / Non-Abuse Report,Yung tricycle driver ay nag-demand ng mas malaking sweldo sa likod ng bahay kahapon ng hapon dahil nag-brownout.,Medium,11,P3
negative,4825,RISK_LEVEL_MISMATCH,high,"Risk 34.0 implies Low, but row has Medium.",None / Invalid,Ang sapatos ko ay biglang naging robot at naglaba sa loob ng banyo kagabi bago matulog dahil nag-brownout.,Medium,34,P3
negative,4826,RISK_LEVEL_MISMATCH,high,"Risk 11.0 implies Low, but row has Medium.",None / Invalid,Ang washing machine ay nakipagtsismisan tungkol sa pulitika sa harap ng sari-sari store kahapon ng hapon habang nanonood ako ng Netflix.,Medium,11,P3
negative,4827,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Ang tinderang kapitbahay ay biglang naging robot at naglaba sa garahe kagabi bago matulog dahil nag-brownout.,Low,4,P3
negative,4828,RISK_LEVEL_MISMATCH,high,"Risk 38.0 implies Low, but row has Medium.",None / Invalid,Yung pinto ng banyo ay nakipagtsismisan tungkol sa pulitika sa harap ng sari-sari store habang kumakain kami ng hapunan pero panaginip lang pala iyon.,Medium,38,P3
negative,4829,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Ang sapatos ko ay biglang kumanta ng pambansang awit sa harap ng sari-sari store noong araw ng sweldo kaya na-late ako sa trabaho.,Low,23,P3
negative,4830,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung manok ng kapitbahay ay lumipad papuntang kabilang kalye sa loob ng banyo kaninang umaga bago pumasok kaya tinawanan ko na lang.,Medium,40,P3
negative,4832,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung tricycle driver ay biglang kumanta ng pambansang awit sa may hagdanan habang kumakain kami ng hapunan dahil nag-brownout.,Medium,13,P3
negative,4832,RISK_LEVEL_MISMATCH,high,"Risk 13.0 implies Low, but row has Medium.",None / Non-Abuse Report,Yung tricycle driver ay biglang kumanta ng pambansang awit sa may hagdanan habang kumakain kami ng hapunan dahil nag-brownout.,Medium,13,P3
negative,4833,RISK_LEVEL_MISMATCH,high,"Risk 40.0 implies Medium, but row has Low.",None / Invalid,Yung manok ng kapitbahay ay lumipad papuntang kabilang kalye sa gitna ng kalsada kaninang tanghaling tapat habang nanonood ako ng Netflix.,Low,40,P3
negative,4834,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Ang sapatos ko ay nakipagtsismisan tungkol sa pulitika sa kwarto ng mga bata kahapon ng hapon dahil nag-brownout.,Medium,33,P3
negative,4834,RISK_LEVEL_MISMATCH,high,"Risk 33.0 implies Low, but row has Medium.",None / Non-Abuse Report,Ang sapatos ko ay nakipagtsismisan tungkol sa pulitika sa kwarto ng mga bata kahapon ng hapon dahil nag-brownout.,Medium,33,P3
negative,4835,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung pusa sa bubong ay nagalit at nag-walk out sa may hagdanan noong kasagsagan ng ulan habang nanonood ako ng Netflix.,Medium,10,P3
negative,4835,RISK_LEVEL_MISMATCH,high,"Risk 10.0 implies Low, but row has Medium.",None / Non-Abuse Report,Yung pusa sa bubong ay nagalit at nag-walk out sa may hagdanan noong kasagsagan ng ulan habang nanonood ako ng Netflix.,Medium,10,P3
negative,4836,RISK_LEVEL_MISMATCH,high,"Risk 21.0 implies Low, but row has Medium.",None / Invalid,Ang rice cooker namin ay lumipad papuntang kabilang kalye sa kusina habang nagluluto kaninang umaga bago pumasok kaya napakamot na lang ako sa ulo.,Medium,21,P3
negative,4837,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Ang alaga naming aso ay nakipagtsismisan tungkol sa pulitika sa kwarto ng mga bata noong kasagsagan ng ulan dahil nag-brownout.,Medium,5,P3
negative,4837,RISK_LEVEL_MISMATCH,high,"Risk 5.0 implies Low, but row has Medium.",None / Non-Abuse Report,Ang alaga naming aso ay nakipagtsismisan tungkol sa pulitika sa kwarto ng mga bata noong kasagsagan ng ulan dahil nag-brownout.,Medium,5,P3
negative,4838,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung manok ng kapitbahay ay nagtampo dahil hindi nabigyan ng hotdog sa harap ng sari-sari store kahapon ng hapon kaya napakamot na lang ako sa ulo.,Low,29,P3
negative,4840,RISK_LEVEL_MISMATCH,high,"Risk 4.0 implies Low, but row has Medium.",None / Invalid,Yung manok ng kapitbahay ay nagtampo dahil hindi nabigyan ng hotdog sa gitna ng kalsada kaninang tanghaling tapat kaya napakamot na lang ako sa ulo.,Medium,4,P3
negative,4841,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Ang alaga naming aso ay nagsabong dahil sa kapirasong tinapay sa may hagdanan habang kumakain kami ng hapunan pero panaginip lang pala iyon.,Low,20,P3
negative,4842,RISK_LEVEL_MISMATCH,high,"Risk 38.0 implies Low, but row has Medium.",None / Invalid,Ang tinderang kapitbahay ay lumipad papuntang kabilang kalye sa gitna ng kalsada kahapon ng hapon dahil nag-brownout.,Medium,38,P3
negative,4844,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung tricycle driver ay nagsabong dahil sa kapirasong tinapay sa may hagdanan kagabi bago matulog pero panaginip lang pala iyon.,Medium,12,P3
negative,4844,RISK_LEVEL_MISMATCH,high,"Risk 12.0 implies Low, but row has Medium.",None / Non-Abuse Report,Yung tricycle driver ay nagsabong dahil sa kapirasong tinapay sa may hagdanan kagabi bago matulog pero panaginip lang pala iyon.,Medium,12,P3
negative,4845,RISK_LEVEL_MISMATCH,high,"Risk 40.0 implies Medium, but row has Low.",None / Invalid,Ang sapatos ko ay biglang naging robot at naglaba sa kwarto ng mga bata noong araw ng sweldo dahil nag-brownout.,Low,40,P3
negative,4846,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Ang sapatos ko ay lumipad papuntang kabilang kalye sa kwarto ng mga bata kagabi bago matulog dahil nag-brownout.,Low,35,P3
negative,4847,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Ang washing machine ay lumipad papuntang kabilang kalye sa kwarto ng mga bata noong araw ng sweldo kaya tinawanan ko na lang.,Low,22,P3
negative,4848,RISK_LEVEL_MISMATCH,high,"Risk 5.0 implies Low, but row has Medium.",None / Invalid,Yung pinto ng banyo ay nagtampo dahil hindi nabigyan ng hotdog sa loob ng banyo kaninang tanghaling tapat pero panaginip lang pala iyon.,Medium,5,P3
negative,4850,RISK_LEVEL_MISMATCH,high,"Risk 37.0 implies Low, but row has Medium.",None / Invalid,Yung manok ng kapitbahay ay nag-demand ng mas malaking sweldo sa gitna ng kalsada kagabi bago matulog pero panaginip lang pala iyon.,Medium,37,P3
negative,4852,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung pusa sa bubong ay nag-debate kung sino ang mas magaling sa tapat ng kapitbahay kaninang tanghaling tapat kaya na-late ako sa trabaho.,Low,36,P3
negative,4853,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Ang rice cooker namin ay nagtampo dahil hindi nabigyan ng hotdog sa may hagdanan kagabi bago matulog kaya na-late ako sa trabaho.,Low,15,P3
negative,4856,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung pusa sa bubong ay nagalit at nag-walk out sa may hagdanan kaninang umaga bago pumasok kaya na-late ako sa trabaho.,Medium,31,P3
negative,4856,RISK_LEVEL_MISMATCH,high,"Risk 31.0 implies Low, but row has Medium.",None / Non-Abuse Report,Yung pusa sa bubong ay nagalit at nag-walk out sa may hagdanan kaninang umaga bago pumasok kaya na-late ako sa trabaho.,Medium,31,P3
negative,4858,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung pusa sa bubong ay nag-demand ng mas malaking sweldo sa gitna ng kalsada noong kasagsagan ng ulan pero panaginip lang pala iyon.,Low,19,P3
negative,4859,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung pusa sa bubong ay biglang kumanta ng pambansang awit sa gitna ng kalsada noong araw ng sweldo habang nanonood ako ng Netflix.,Low,37,P3
negative,4860,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung pinto ng banyo ay lumipad papuntang kabilang kalye sa loob ng banyo kagabi bago matulog dahil nag-brownout.,Medium,22,P3
negative,4860,RISK_LEVEL_MISMATCH,high,"Risk 22.0 implies Low, but row has Medium.",None / Non-Abuse Report,Yung pinto ng banyo ay lumipad papuntang kabilang kalye sa loob ng banyo kagabi bago matulog dahil nag-brownout.,Medium,22,P3
negative,4862,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Ang sapatos ko ay lumipad papuntang kabilang kalye sa loob ng banyo kahapon ng hapon kaya tinawanan ko na lang.,Medium,37,P3
negative,4862,RISK_LEVEL_MISMATCH,high,"Risk 37.0 implies Low, but row has Medium.",None / Non-Abuse Report,Ang sapatos ko ay lumipad papuntang kabilang kalye sa loob ng banyo kahapon ng hapon kaya tinawanan ko na lang.,Medium,37,P3
negative,4864,RISK_LEVEL_MISMATCH,high,"Risk 35.0 implies Low, but row has Medium.",None / Invalid,Ang washing machine ay nagtampo dahil hindi nabigyan ng hotdog sa loob ng banyo habang kumakain kami ng hapunan dahil nag-brownout.,Medium,35,P3
negative,4865,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung manok ng kapitbahay ay nagalit at nag-walk out sa kwarto ng mga bata habang kumakain kami ng hapunan kaya tinawanan ko na lang.,Medium,34,P3
negative,4865,RISK_LEVEL_MISMATCH,high,"Risk 34.0 implies Low, but row has Medium.",None / Non-Abuse Report,Yung manok ng kapitbahay ay nagalit at nag-walk out sa kwarto ng mga bata habang kumakain kami ng hapunan kaya tinawanan ko na lang.,Medium,34,P3
negative,4866,RISK_LEVEL_MISMATCH,high,"Risk 15.0 implies Low, but row has Medium.",None / Invalid,Yung manok ng kapitbahay ay nakipagtsismisan tungkol sa pulitika sa kusina habang nagluluto kaninang tanghaling tapat habang nanonood ako ng Netflix.,Medium,15,P3
negative,4867,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung tricycle driver ay nagsabong dahil sa kapirasong tinapay sa kwarto ng mga bata kaninang tanghaling tapat kaya na-late ako sa trabaho.,Medium,14,P3
negative,4867,RISK_LEVEL_MISMATCH,high,"Risk 14.0 implies Low, but row has Medium.",None / Non-Abuse Report,Yung tricycle driver ay nagsabong dahil sa kapirasong tinapay sa kwarto ng mga bata kaninang tanghaling tapat kaya na-late ako sa trabaho.,Medium,14,P3
negative,4869,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung tricycle driver ay nag-demand ng mas malaking sweldo sa gitna ng kalsada habang kumakain kami ng hapunan kaya tinawanan ko na lang.,Medium,24,P3
negative,4869,RISK_LEVEL_MISMATCH,high,"Risk 24.0 implies Low, but row has Medium.",None / Non-Abuse Report,Yung tricycle driver ay nag-demand ng mas malaking sweldo sa gitna ng kalsada habang kumakain kami ng hapunan kaya tinawanan ko na lang.,Medium,24,P3
negative,4871,RISK_LEVEL_MISMATCH,high,"Risk 28.0 implies Low, but row has Medium.",None / Invalid,Ang rice cooker namin ay nag-debate kung sino ang mas magaling sa likod ng bahay habang kumakain kami ng hapunan kaya napakamot na lang ako sa ulo.,Medium,28,P3
negative,4874,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung pusa sa bubong ay nag-debate kung sino ang mas magaling sa kwarto ng mga bata kaninang umaga bago pumasok kaya na-late ako sa trabaho.,Low,19,P3
negative,4876,RISK_LEVEL_MISMATCH,high,"Risk 24.0 implies Low, but row has Medium.",None / Invalid,Ang alaga naming aso ay lumipad papuntang kabilang kalye sa loob ng banyo habang kumakain kami ng hapunan pero panaginip lang pala iyon.,Medium,24,P3
negative,4877,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Ang alaga naming aso ay lumipad papuntang kabilang kalye sa garahe kaninang umaga bago pumasok habang nanonood ako ng Netflix.,Low,11,P3
negative,4878,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung pusa sa bubong ay biglang kumanta ng pambansang awit sa gitna ng kalsada noong nakaraang linggo pero panaginip lang pala iyon.,Low,18,P3
negative,4879,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung pusa sa bubong ay nagtampo dahil hindi nabigyan ng hotdog sa may hagdanan kagabi bago matulog kaya tinawanan ko na lang.,Medium,39,P3
negative,4879,RISK_LEVEL_MISMATCH,high,"Risk 39.0 implies Low, but row has Medium.",None / Non-Abuse Report,Yung pusa sa bubong ay nagtampo dahil hindi nabigyan ng hotdog sa may hagdanan kagabi bago matulog kaya tinawanan ko na lang.,Medium,39,P3
negative,4880,RISK_LEVEL_MISMATCH,high,"Risk 4.0 implies Low, but row has Medium.",None / Invalid,Ang alaga naming aso ay nagalit at nag-walk out sa tapat ng kapitbahay kaninang umaga bago pumasok pero panaginip lang pala iyon.,Medium,4,P3
negative,4881,RISK_LEVEL_MISMATCH,high,"Risk 7.0 implies Low, but row has Medium.",None / Invalid,Ang alaga naming aso ay nakipagtsismisan tungkol sa pulitika sa loob ng banyo kaninang umaga bago pumasok dahil nag-brownout.,Medium,7,P3
negative,4882,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung tricycle driver ay lumipad papuntang kabilang kalye sa tapat ng kapitbahay kagabi bago matulog pero panaginip lang pala iyon.,Low,19,P3
negative,4885,RISK_LEVEL_MISMATCH,high,"Risk 6.0 implies Low, but row has Medium.",None / Invalid,Ang alaga naming aso ay nakipagtsismisan tungkol sa pulitika sa gitna ng kalsada habang kumakain kami ng hapunan kaya tinawanan ko na lang.,Medium,6,P3
negative,4886,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung tricycle driver ay nagtampo dahil hindi nabigyan ng hotdog sa gitna ng kalsada habang kumakain kami ng hapunan dahil nag-brownout.,Medium,10,P3
negative,4886,RISK_LEVEL_MISMATCH,high,"Risk 10.0 implies Low, but row has Medium.",None / Non-Abuse Report,Yung tricycle driver ay nagtampo dahil hindi nabigyan ng hotdog sa gitna ng kalsada habang kumakain kami ng hapunan dahil nag-brownout.,Medium,10,P3
negative,4887,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Ang sapatos ko ay nagsabong dahil sa kapirasong tinapay sa harap ng sari-sari store kaninang tanghaling tapat habang nanonood ako ng Netflix.,Low,18,P3
negative,4888,RISK_LEVEL_MISMATCH,high,"Risk 15.0 implies Low, but row has Medium.",None / Invalid,Ang sapatos ko ay nakipagtsismisan tungkol sa pulitika sa tapat ng kapitbahay kahapon ng hapon kaya napakamot na lang ako sa ulo.,Medium,15,P3
negative,4889,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Ang sapatos ko ay biglang kumanta ng pambansang awit sa gitna ng kalsada kaninang tanghaling tapat habang nanonood ako ng Netflix.,Medium,40,P3
negative,4890,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Ang alaga naming aso ay nag-demand ng mas malaking sweldo sa harap ng sari-sari store kaninang alas-tres ng madaling araw kaya tinawanan ko na lang.,Low,11,P3
negative,4891,RISK_LEVEL_MISMATCH,high,"Risk 18.0 implies Low, but row has Medium.",None / Invalid,Yung tricycle driver ay nagsabong dahil sa kapirasong tinapay sa garahe kahapon ng hapon dahil nag-brownout.,Medium,18,P3
negative,4893,RISK_LEVEL_MISMATCH,high,"Risk 20.0 implies Low, but row has Medium.",None / Invalid,Ang rice cooker namin ay nakipagtsismisan tungkol sa pulitika sa gitna ng kalsada kahapon ng hapon habang nanonood ako ng Netflix.,Medium,20,P3
negative,4898,RISK_LEVEL_MISMATCH,high,"Risk 26.0 implies Low, but row has Medium.",None / Invalid,Yung manok ng kapitbahay ay nagalit at nag-walk out sa kusina habang nagluluto kaninang tanghaling tapat dahil nag-brownout.,Medium,26,P3
negative,4900,RISK_LEVEL_MISMATCH,high,"Risk 35.0 implies Low, but row has Medium.",None / Invalid,Ang rice cooker namin ay biglang naging robot at naglaba sa kusina habang nagluluto noong araw ng sweldo pero panaginip lang pala iyon.,Medium,35,P3
negative,4901,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung pinto ng banyo ay nag-debate kung sino ang mas magaling sa harap ng sari-sari store kaninang tanghaling tapat pero panaginip lang pala iyon.,Medium,4,P3
negative,4901,RISK_LEVEL_MISMATCH,high,"Risk 4.0 implies Low, but row has Medium.",None / Non-Abuse Report,Yung pinto ng banyo ay nag-debate kung sino ang mas magaling sa harap ng sari-sari store kaninang tanghaling tapat pero panaginip lang pala iyon.,Medium,4,P3
negative,4902,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung manok ng kapitbahay ay nag-demand ng mas malaking sweldo sa harap ng sari-sari store noong nakaraang linggo kaya na-late ako sa trabaho.,Low,12,P3
negative,4903,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung pinto ng banyo ay nagsabong dahil sa kapirasong tinapay sa gitna ng kalsada noong nakaraang linggo dahil nag-brownout.,Low,35,P3
negative,4904,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Ang alaga naming aso ay nag-demand ng mas malaking sweldo sa may hagdanan noong kasagsagan ng ulan kaya tinawanan ko na lang.,Medium,32,P3
negative,4904,RISK_LEVEL_MISMATCH,high,"Risk 32.0 implies Low, but row has Medium.",None / Non-Abuse Report,Ang alaga naming aso ay nag-demand ng mas malaking sweldo sa may hagdanan noong kasagsagan ng ulan kaya tinawanan ko na lang.,Medium,32,P3
negative,4905,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung pinto ng banyo ay nakipagtsismisan tungkol sa pulitika sa kwarto ng mga bata kagabi bago matulog dahil nag-brownout.,Low,1,P3
negative,4906,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Ang alaga naming aso ay nagsabong dahil sa kapirasong tinapay sa gitna ng kalsada habang kumakain kami ng hapunan kaya na-late ako sa trabaho.,Medium,1,P3
negative,4906,RISK_LEVEL_MISMATCH,high,"Risk 1.0 implies Low, but row has Medium.",None / Non-Abuse Report,Ang alaga naming aso ay nagsabong dahil sa kapirasong tinapay sa gitna ng kalsada habang kumakain kami ng hapunan kaya na-late ako sa trabaho.,Medium,1,P3
negative,4907,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung pusa sa bubong ay biglang kumanta ng pambansang awit sa kusina habang nagluluto kaninang umaga bago pumasok habang nanonood ako ng Netflix.,Low,14,P3
negative,4908,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung pinto ng banyo ay nagtampo dahil hindi nabigyan ng hotdog sa kwarto ng mga bata noong kasagsagan ng ulan kaya tinawanan ko na lang.,Low,13,P3
negative,4909,RISK_LEVEL_MISMATCH,high,"Risk 39.0 implies Low, but row has Medium.",None / Invalid,Ang washing machine ay nag-demand ng mas malaking sweldo sa garahe noong nakaraang linggo habang nanonood ako ng Netflix.,Medium,39,P3
negative,4911,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Ang washing machine ay nag-debate kung sino ang mas magaling sa loob ng banyo kagabi bago matulog dahil nag-brownout.,Medium,33,P3
negative,4911,RISK_LEVEL_MISMATCH,high,"Risk 33.0 implies Low, but row has Medium.",None / Non-Abuse Report,Ang washing machine ay nag-debate kung sino ang mas magaling sa loob ng banyo kagabi bago matulog dahil nag-brownout.,Medium,33,P3
negative,4912,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung pinto ng banyo ay biglang kumanta ng pambansang awit sa may hagdanan kaninang umaga bago pumasok kaya na-late ako sa trabaho.,Medium,8,P3
negative,4912,RISK_LEVEL_MISMATCH,high,"Risk 8.0 implies Low, but row has Medium.",None / Non-Abuse Report,Yung pinto ng banyo ay biglang kumanta ng pambansang awit sa may hagdanan kaninang umaga bago pumasok kaya na-late ako sa trabaho.,Medium,8,P3
negative,4913,RISK_LEVEL_MISMATCH,high,"Risk 31.0 implies Low, but row has Medium.",None / Invalid,Yung tricycle driver ay nagsabong dahil sa kapirasong tinapay sa harap ng sari-sari store kaninang tanghaling tapat habang nanonood ako ng Netflix.,Medium,31,P3
negative,4917,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung manok ng kapitbahay ay lumipad papuntang kabilang kalye sa kusina habang nagluluto noong kasagsagan ng ulan habang nanonood ako ng Netflix.,Medium,25,P3
negative,4917,RISK_LEVEL_MISMATCH,high,"Risk 25.0 implies Low, but row has Medium.",None / Non-Abuse Report,Yung manok ng kapitbahay ay lumipad papuntang kabilang kalye sa kusina habang nagluluto noong kasagsagan ng ulan habang nanonood ako ng Netflix.,Medium,25,P3
negative,4919,RISK_LEVEL_MISMATCH,high,"Risk 6.0 implies Low, but row has Medium.",None / Invalid,Ang washing machine ay nagalit at nag-walk out sa may hagdanan habang kumakain kami ng hapunan habang nanonood ako ng Netflix.,Medium,6,P3
negative,4920,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Ang tinderang kapitbahay ay biglang kumanta ng pambansang awit sa may hagdanan kagabi bago matulog dahil nag-brownout.,Low,20,P3
negative,4922,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung manok ng kapitbahay ay nakipagtsismisan tungkol sa pulitika sa harap ng sari-sari store kagabi bago matulog pero panaginip lang pala iyon.,Medium,38,P3
negative,4922,RISK_LEVEL_MISMATCH,high,"Risk 38.0 implies Low, but row has Medium.",None / Non-Abuse Report,Yung manok ng kapitbahay ay nakipagtsismisan tungkol sa pulitika sa harap ng sari-sari store kagabi bago matulog pero panaginip lang pala iyon.,Medium,38,P3
negative,4924,RISK_LEVEL_MISMATCH,high,"Risk 10.0 implies Low, but row has Medium.",None / Invalid,Ang rice cooker namin ay nakipagtsismisan tungkol sa pulitika sa may hagdanan habang kumakain kami ng hapunan kaya na-late ako sa trabaho.,Medium,10,P3
negative,4925,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung pinto ng banyo ay biglang naging robot at naglaba sa kusina habang nagluluto kahapon ng hapon pero panaginip lang pala iyon.,Medium,9,P3
negative,4925,RISK_LEVEL_MISMATCH,high,"Risk 9.0 implies Low, but row has Medium.",None / Non-Abuse Report,Yung pinto ng banyo ay biglang naging robot at naglaba sa kusina habang nagluluto kahapon ng hapon pero panaginip lang pala iyon.,Medium,9,P3
negative,4926,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung pusa sa bubong ay nag-debate kung sino ang mas magaling sa kwarto ng mga bata habang kumakain kami ng hapunan kaya tinawanan ko na lang.,Low,23,P3
negative,4927,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Yung pinto ng banyo ay nagalit at nag-walk out sa loob ng banyo kaninang tanghaling tapat dahil nag-brownout.,Medium,1,P3
negative,4927,RISK_LEVEL_MISMATCH,high,"Risk 1.0 implies Low, but row has Medium.",None / Non-Abuse Report,Yung pinto ng banyo ay nagalit at nag-walk out sa loob ng banyo kaninang tanghaling tapat dahil nag-brownout.,Medium,1,P3
negative,4928,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Ang sapatos ko ay nag-demand ng mas malaking sweldo sa loob ng banyo noong araw ng sweldo kaya napakamot na lang ako sa ulo.,Low,24,P3
negative,4929,INVALID_INCIDENT_TYPE,high,Could not parse Incident_Type='None / Non-Abuse Report' into allowed labels.,None / Non-Abuse Report,Ang tinderang kapitbahay ay nagsabong dahil sa kapirasong tinapay sa kusina habang nagluluto kaninang umaga bago pumasok kaya tinawanan ko na lang.,Low,15,P3
