Incident_Type,Incident_Description,Language,Risk_Level,Incident_Risk_Percentage,Priority_Level,Children_Involved,Weapon_Mentioned,AI_Confidence_Score
Neglect / Acts of Omission,Ang kuya ko ay ikinulong ang mga bata sa madilim na bodega sa likod ng bahay kaninang alas-tres ng madaling araw dahil natalo siya sa sugal.,Tagalog,Critical,85,P1,Yes,No,87
Physical + Psychological Abuse,Yung ex-live-in partner ko ay tinutukan ako ng kutsilyo at sinabing papatayin ako sa gitna ng kalsada noong kasagsagan ng ulan kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,75,P1,No,Yes,91
Economic Abuse,Ang lolo ng mga bata ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa loob ng banyo kagabi bago matulog dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,78,P2,Yes,No,93
Sexual Abuse,Ang lolo ng mga bata ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa kusina habang nagluluto noong nakaraang linggo kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,92,P1,Yes,No,89
Sexual Abuse,Ang biyenan kong malupit ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa harap ng sari-sari store kahapon ng hapon dahil natalo siya sa sugal.,Tagalog,High,95,P2,No,No,92
Neglect / Acts of Omission,Yung tiyuhin naming nakikitira ay ikinulong ang mga bata sa madilim na bodega sa likod ng bahay habang kumakain kami ng hapunan dahil sa hinala niyang may iba ako.,Tagalog,Critical,86,P1,Yes,No,95
Sexual Abuse,Yung tiyuhin naming nakikitira ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa may hagdanan kagabi bago matulog dahil sa hinala niyang may iba ako.,Tagalog,High,75,P2,No,No,87
Elder Abuse,Yung asawa kong lasinggero ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa kwarto ng mga bata noong araw ng sweldo kasi lasing na lasing siya.,Tagalog,High,83,P2,Yes,No,97
Economic Abuse,Yung ex-live-in partner ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa loob ng banyo noong kasagsagan ng ulan dahil sa hinala niyang may iba ako.,Tagalog,Critical,94,P1,No,No,86
Physical + Psychological Abuse,Yung landlord naming nanghaharass ay sinakal ako hanggang sa mawalan ako ng hininga sa garahe kahapon ng hapon dahil sa hinala niyang may iba ako.,Tagalog,High,96,P2,No,No,88
Sexual Abuse,Ang biyenan kong malupit ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa gitna ng kalsada noong nakaraang linggo dahil sa hinala niyang may iba ako.,Tagalog,High,88,P2,No,No,89
Sexual Abuse,Ang biyenan kong malupit ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa garahe noong araw ng sweldo dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,96,P2,No,No,91
Neglect / Acts of Omission,Ang kinakasama ko ay ikinulong ang mga bata sa madilim na bodega sa may hagdanan habang kumakain kami ng hapunan dahil sa hinala niyang may iba ako.,Tagalog,High,96,P2,Yes,No,87
Physical Abuse,Yung tiyuhin naming nakikitira ay tinutukan ako ng tinidor at sinabing papatayin ako sa kusina habang nagluluto kaninang alas-tres ng madaling araw kasi lasing na lasing siya.,Tagalog,High,93,P2,No,Yes,93
Physical Abuse,Yung asawa kong lasinggero ay tinutukan ako ng bato at sinabing papatayin ako sa gitna ng kalsada noong nakaraang linggo kasi lasing na lasing siya.,Tagalog,High,97,P2,No,Yes,86
Neglect / Acts of Omission,Ang step-father ng anak ko ay ikinulong ang mga bata sa madilim na bodega sa gitna ng kalsada habang kumakain kami ng hapunan kasi lasing na lasing siya.,Tagalog,Critical,95,P1,Yes,No,88
Sexual Abuse,Ang kinakasama ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa garahe kahapon ng hapon dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,76,P1,No,No,85
Physical + Psychological Abuse,Ang kuya ko ay biglang hinampas ang ulo ko ng kutsara sa may hagdanan kahapon ng hapon kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,98,P1,Yes,Yes,93
Physical Abuse,Yung landlord naming nanghaharass ay binato ako ng dos por dos nang ubod ng lakas sa gitna ng kalsada kahapon ng hapon dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,92,P2,No,Yes,85
Physical + Psychological Abuse,Ang biyenan kong malupit ay binato ako ng payong nang ubod ng lakas sa may hagdanan kaninang alas-tres ng madaling araw dahil natalo siya sa sugal.,Tagalog,Critical,84,P1,No,Yes,90
Sexual Abuse,Ang kinakasama ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa may hagdanan kagabi bago matulog kasi humingi ako ng pambili ng gamot.,Tagalog,High,85,P2,No,No,90
Physical Abuse,Ang step-father ng anak ko ay biglang hinampas ang ulo ko ng kutsara sa harap ng sari-sari store kaninang tanghaling tapat kasi wala daw kaming maiulam.,Tagalog,High,77,P2,Yes,Yes,91
Economic Abuse,Yung asawa kong lasinggero ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa garahe habang kumakain kami ng hapunan kasi lasing na lasing siya.,Tagalog,High,96,P2,No,No,85
Physical + Psychological Abuse,Ang kuya ko ay biglang hinampas ang ulo ko ng kawali sa gitna ng kalsada kaninang tanghaling tapat kasi wala daw kaming maiulam.,Tagalog,Critical,86,P1,No,Yes,94
Physical Abuse,Ang kinakasama ko ay tinulak ako pababa mula sa ikalawang palapag sa may hagdanan kahapon ng hapon dahil natalo siya sa sugal.,Tagalog,High,75,P2,No,No,98
Physical + Psychological Abuse,Yung asawa kong lasinggero ay tinutukan ako ng payong at sinabing papatayin ako sa kwarto ng mga bata noong araw ng sweldo kasi lasing na lasing siya.,Tagalog,High,89,P2,Yes,Yes,88
Elder Abuse,Yung landlord naming nanghaharass ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa tapat ng kapitbahay habang kumakain kami ng hapunan kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,88,P1,Yes,No,91
Physical Abuse,Yung tiyuhin naming nakikitira ay tinutukan ako ng walis tambo at sinabing papatayin ako sa gitna ng kalsada kaninang umaga bago pumasok dahil sa hinala niyang may iba ako.,Tagalog,Critical,96,P1,No,Yes,98
Economic Abuse,Yung landlord naming nanghaharass ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa likod ng bahay kaninang alas-tres ng madaling araw kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,83,P1,Yes,No,97
Physical Abuse,Ang lolo ng mga bata ay sinakal ako hanggang sa mawalan ako ng hininga sa loob ng banyo kaninang alas-tres ng madaling araw dahil natalo siya sa sugal.,Tagalog,High,86,P2,Yes,No,98
Psychological Abuse,Ang kinakasama ko ay pinunit ang mga damit ko at pinalayas ako sa loob ng banyo noong nakaraang linggo kasi umiiyak ang bata at naingayan siya.,Tagalog,High,98,P2,Yes,No,85
Economic Abuse,Yung ex-live-in partner ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa kwarto ng mga bata kahapon ng hapon dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,99,P2,Yes,No,94
Economic Abuse,Ang kinakasama ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa loob ng banyo noong kasagsagan ng ulan kasi lasing na lasing siya.,Tagalog,High,94,P2,No,No,95
Physical Abuse,Ang step-father ng anak ko ay tinutukan ako ng plantsa at sinabing papatayin ako sa likod ng bahay kahapon ng hapon kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,89,P1,Yes,Yes,98
Physical Abuse,Yung asawa kong lasinggero ay biglang hinampas ang ulo ko ng basag na bote sa garahe kaninang umaga bago pumasok dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,81,P1,No,Yes,94
Physical Abuse,Ang step-father ng anak ko ay biglang hinampas ang ulo ko ng kutsilyo sa kusina habang nagluluto noong nakaraang linggo kasi wala daw kaming maiulam.,Tagalog,High,92,P2,Yes,Yes,85
Elder Abuse,Ang kinakasama ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa tapat ng kapitbahay kaninang umaga bago pumasok kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,78,P1,Yes,No,97
Economic Abuse,Ang lolo ng mga bata ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa harap ng sari-sari store kagabi bago matulog dahil natalo siya sa sugal.,Tagalog,Critical,88,P1,Yes,No,90
Neglect / Acts of Omission,Ang kinakasama ko ay ikinulong ang mga bata sa madilim na bodega sa likod ng bahay kaninang umaga bago pumasok dahil sa hinala niyang may iba ako.,Tagalog,Critical,98,P1,Yes,No,88
Economic Abuse,Ang step-father ng anak ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa gitna ng kalsada habang kumakain kami ng hapunan dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,99,P2,Yes,No,92
Sexual Abuse,Yung asawa kong lasinggero ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa garahe kaninang alas-tres ng madaling araw kasi umiiyak ang bata at naingayan siya.,Tagalog,High,95,P2,Yes,No,91
Physical Abuse,Ang lolo ng mga bata ay tinutukan ako ng plantsa at sinabing papatayin ako sa likod ng bahay kaninang tanghaling tapat dahil sa hinala niyang may iba ako.,Tagalog,Critical,77,P1,Yes,Yes,88
Sexual Abuse,Yung landlord naming nanghaharass ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa likod ng bahay kaninang umaga bago pumasok kasi lasing na lasing siya.,Tagalog,Critical,79,P1,No,No,93
Neglect / Acts of Omission,Yung landlord naming nanghaharass ay ikinulong ang mga bata sa madilim na bodega sa gitna ng kalsada kaninang alas-tres ng madaling araw dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,77,P2,Yes,No,95
Physical Abuse,Yung landlord naming nanghaharass ay tinutukan ako ng gunting at sinabing papatayin ako sa likod ng bahay kaninang alas-tres ng madaling araw kasi lasing na lasing siya.,Tagalog,Critical,81,P1,No,Yes,94
Elder Abuse,Yung tiyuhin naming nakikitira ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa likod ng bahay noong nakaraang linggo dahil sa hinala niyang may iba ako.,Tagalog,Critical,87,P1,No,No,89
Physical Abuse,Yung tiyuhin naming nakikitira ay tinutukan ako ng bato at sinabing papatayin ako sa loob ng banyo kagabi bago matulog kasi umiiyak ang bata at naingayan siya.,Tagalog,High,88,P2,Yes,Yes,95
Physical + Psychological Abuse,Yung landlord naming nanghaharass ay biglang hinampas ang ulo ko ng plantsa sa gitna ng kalsada kaninang alas-tres ng madaling araw kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,84,P1,No,Yes,99
Physical + Psychological Abuse,Ang kinakasama ko ay tinutukan ako ng dos por dos at sinabing papatayin ako sa kwarto ng mga bata kaninang tanghaling tapat kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,86,P1,Yes,Yes,94
Physical Abuse,Yung ex-live-in partner ko ay binato ako ng kord ng kuryente nang ubod ng lakas sa loob ng banyo kaninang umaga bago pumasok kasi lasing na lasing siya.,Tagalog,Critical,95,P1,No,Yes,93
Physical Abuse,Yung asawa kong lasinggero ay tinutukan ako ng kord ng kuryente at sinabing papatayin ako sa likod ng bahay habang kumakain kami ng hapunan kasi humingi ako ng pambili ng gamot.,Tagalog,High,77,P2,No,Yes,97
Sexual Abuse,Ang kinakasama ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa likod ng bahay kagabi bago matulog dahil sa hinala niyang may iba ako.,Tagalog,High,81,P2,No,No,94
Physical + Psychological Abuse,Ang lolo ng mga bata ay tinutukan ako ng walis tambo at sinabing papatayin ako sa tapat ng kapitbahay kaninang umaga bago pumasok kasi lasing na lasing siya.,Tagalog,High,75,P2,Yes,Yes,93
Neglect / Acts of Omission,Ang step-father ng anak ko ay ikinulong ang mga bata sa madilim na bodega sa kwarto ng mga bata kaninang alas-tres ng madaling araw kasi wala daw kaming maiulam.,Tagalog,High,89,P2,Yes,No,93
Physical Abuse,Yung landlord naming nanghaharass ay binato ako ng kawali nang ubod ng lakas sa garahe kahapon ng hapon dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,75,P2,No,Yes,89
Physical + Psychological Abuse,Ang step-father ng anak ko ay sinakal ako hanggang sa mawalan ako ng hininga sa likod ng bahay noong nakaraang linggo kasi wala daw kaming maiulam.,Tagalog,Critical,97,P1,Yes,No,85
Physical Abuse,Ang lolo ng mga bata ay biglang hinampas ang ulo ko ng kawali sa garahe kaninang umaga bago pumasok kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,77,P1,Yes,Yes,96
Physical + Psychological Abuse,Yung tiyuhin naming nakikitira ay sinakal ako hanggang sa mawalan ako ng hininga sa kusina habang nagluluto kaninang alas-tres ng madaling araw dahil natalo siya sa sugal.,Tagalog,Critical,96,P1,No,No,89
Elder Abuse,Ang step-father ng anak ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa garahe kahapon ng hapon dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,75,P1,Yes,No,93
Physical + Psychological Abuse,Ang biyenan kong malupit ay tinulak ako pababa mula sa ikalawang palapag sa gitna ng kalsada kagabi bago matulog kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,85,P1,Yes,No,92
Psychological Abuse,Ang step-father ng anak ko ay pinunit ang mga damit ko at pinalayas ako sa tapat ng kapitbahay noong nakaraang linggo kasi umiiyak ang bata at naingayan siya.,Tagalog,High,94,P2,Yes,No,94
Physical Abuse,Ang kuya ko ay tinulak ako pababa mula sa ikalawang palapag sa likod ng bahay kaninang alas-tres ng madaling araw kasi lasing na lasing siya.,Tagalog,High,91,P2,No,No,85
Sexual Abuse,Yung ex-live-in partner ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa tapat ng kapitbahay kahapon ng hapon dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,Critical,93,P1,No,No,94
Physical + Psychological Abuse,Ang kuya ko ay sinakal ako hanggang sa mawalan ako ng hininga sa gitna ng kalsada kaninang alas-tres ng madaling araw dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,83,P1,No,No,86
Neglect / Acts of Omission,Yung asawa kong lasinggero ay ikinulong ang mga bata sa madilim na bodega sa kusina habang nagluluto kahapon ng hapon kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,96,P1,Yes,No,94
Sexual Abuse,Yung tiyuhin naming nakikitira ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa harap ng sari-sari store kahapon ng hapon dahil sa hinala niyang may iba ako.,Tagalog,High,96,P2,No,No,90
Physical Abuse,Yung landlord naming nanghaharass ay biglang hinampas ang ulo ko ng martilyo sa gitna ng kalsada kahapon ng hapon dahil sa hinala niyang may iba ako.,Tagalog,Critical,89,P1,No,Yes,97
Physical + Psychological Abuse,Ang biyenan kong malupit ay biglang hinampas ang ulo ko ng martilyo sa tapat ng kapitbahay kahapon ng hapon kasi umiiyak ang bata at naingayan siya.,Tagalog,High,88,P2,Yes,Yes,93
Physical Abuse,Yung asawa kong lasinggero ay tinutukan ako ng basag na bote at sinabing papatayin ako sa garahe noong nakaraang linggo kasi wala daw kaming maiulam.,Tagalog,Critical,80,P1,No,Yes,94
Elder Abuse,Yung tiyuhin naming nakikitira ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa may hagdanan noong nakaraang linggo kasi umiiyak ang bata at naingayan siya.,Tagalog,High,98,P2,Yes,No,98
Physical Abuse,Ang lolo ng mga bata ay tinutukan ako ng basag na bote at sinabing papatayin ako sa kwarto ng mga bata kahapon ng hapon dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,Critical,85,P1,Yes,Yes,98
Physical Abuse,Ang kinakasama ko ay binato ako ng dos por dos nang ubod ng lakas sa garahe kaninang umaga bago pumasok dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,Critical,80,P1,No,Yes,88
Elder Abuse,Ang biyenan kong malupit ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa kwarto ng mga bata kahapon ng hapon kasi wala daw kaming maiulam.,Tagalog,Critical,81,P1,Yes,No,89
Psychological Abuse,Yung asawa kong lasinggero ay pinunit ang mga damit ko at pinalayas ako sa harap ng sari-sari store kaninang umaga bago pumasok dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,88,P2,No,No,99
Physical + Psychological Abuse,Yung ex-live-in partner ko ay tinutukan ako ng payong at sinabing papatayin ako sa gitna ng kalsada kahapon ng hapon dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,88,P2,No,Yes,87
Neglect / Acts of Omission,Ang biyenan kong malupit ay ikinulong ang mga bata sa madilim na bodega sa likod ng bahay kaninang umaga bago pumasok dahil sa hinala niyang may iba ako.,Tagalog,Critical,92,P1,Yes,No,95
Physical + Psychological Abuse,Ang kuya ko ay tinutukan ako ng makapal na libro at sinabing papatayin ako sa loob ng banyo kaninang tanghaling tapat kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,79,P1,No,Yes,89
Elder Abuse,Yung ex-live-in partner ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa loob ng banyo noong araw ng sweldo kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,84,P1,No,No,96
Physical Abuse,Ang kinakasama ko ay biglang hinampas ang ulo ko ng gunting sa loob ng banyo kaninang alas-tres ng madaling araw kasi lasing na lasing siya.,Tagalog,Critical,77,P1,No,Yes,95
Economic Abuse,Yung asawa kong lasinggero ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa gitna ng kalsada kaninang alas-tres ng madaling araw kasi umiiyak ang bata at naingayan siya.,Tagalog,High,81,P2,Yes,No,95
Physical + Psychological Abuse,Ang kuya ko ay binato ako ng plantsa nang ubod ng lakas sa harap ng sari-sari store kaninang tanghaling tapat dahil natalo siya sa sugal.,Tagalog,Critical,79,P1,No,Yes,93
Physical Abuse,Yung tiyuhin naming nakikitira ay sinakal ako hanggang sa mawalan ako ng hininga sa tapat ng kapitbahay kaninang tanghaling tapat dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,80,P2,No,No,93
Psychological Abuse,Ang step-father ng anak ko ay pinunit ang mga damit ko at pinalayas ako sa gitna ng kalsada habang kumakain kami ng hapunan dahil natalo siya sa sugal.,Tagalog,Critical,77,P1,Yes,No,86
Elder Abuse,Yung tiyuhin naming nakikitira ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa kwarto ng mga bata kagabi bago matulog kasi lasing na lasing siya.,Tagalog,High,98,P2,Yes,No,86
Psychological Abuse,Yung tiyuhin naming nakikitira ay pinunit ang mga damit ko at pinalayas ako sa may hagdanan kaninang tanghaling tapat kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,92,P1,Yes,No,89
Sexual Abuse,Yung tiyuhin naming nakikitira ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa garahe kahapon ng hapon dahil natalo siya sa sugal.,Tagalog,Critical,84,P1,No,No,89
Economic Abuse,Ang lolo ng mga bata ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa kusina habang nagluluto kaninang tanghaling tapat dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,95,P1,Yes,No,94
Economic Abuse,Yung asawa kong lasinggero ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa may hagdanan noong araw ng sweldo kasi umiiyak ang bata at naingayan siya.,Tagalog,High,98,P2,Yes,No,92
Physical Abuse,Yung tiyuhin naming nakikitira ay tinutukan ako ng payong at sinabing papatayin ako sa harap ng sari-sari store noong nakaraang linggo dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,95,P2,No,Yes,97
Sexual Abuse,Ang kuya ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa loob ng banyo kaninang umaga bago pumasok dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,Critical,98,P1,No,No,98
Elder Abuse,Yung ex-live-in partner ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa gitna ng kalsada noong araw ng sweldo dahil sa hinala niyang may iba ako.,Tagalog,High,80,P2,No,No,96
Physical Abuse,Yung ex-live-in partner ko ay binato ako ng bakal na tubo nang ubod ng lakas sa gitna ng kalsada kaninang alas-tres ng madaling araw dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,Critical,82,P1,No,Yes,98
Elder Abuse,Ang biyenan kong malupit ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa may hagdanan noong nakaraang linggo dahil sa hinala niyang may iba ako.,Tagalog,High,99,P2,No,No,97
Sexual Abuse,Ang kinakasama ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa harap ng sari-sari store noong araw ng sweldo kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,76,P1,Yes,No,97
Elder Abuse,Ang biyenan kong malupit ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa kusina habang nagluluto habang kumakain kami ng hapunan dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,85,P1,No,No,98
Physical + Psychological Abuse,Yung asawa kong lasinggero ay binato ako ng dos por dos nang ubod ng lakas sa kwarto ng mga bata kaninang alas-tres ng madaling araw kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,85,P1,Yes,Yes,97
Physical + Psychological Abuse,Yung ex-live-in partner ko ay binato ako ng kutsilyo nang ubod ng lakas sa kusina habang nagluluto kaninang tanghaling tapat dahil sa hinala niyang may iba ako.,Tagalog,Critical,77,P1,No,Yes,90
Neglect / Acts of Omission,Yung asawa kong lasinggero ay ikinulong ang mga bata sa madilim na bodega sa kusina habang nagluluto habang kumakain kami ng hapunan kasi humingi ako ng pambili ng gamot.,Tagalog,High,97,P2,Yes,No,94
Physical Abuse,Yung asawa kong lasinggero ay tinutukan ako ng payong at sinabing papatayin ako sa garahe noong kasagsagan ng ulan dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,98,P2,No,Yes,86
Sexual Abuse,Yung landlord naming nanghaharass ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa harap ng sari-sari store kaninang alas-tres ng madaling araw dahil sa hinala niyang may iba ako.,Tagalog,High,78,P2,No,No,88
Sexual Abuse,Yung landlord naming nanghaharass ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa kwarto ng mga bata kaninang tanghaling tapat kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,90,P1,Yes,No,96
Sexual Abuse,Ang kuya ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa tapat ng kapitbahay noong kasagsagan ng ulan dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,79,P2,No,No,92
Physical Abuse,Ang lolo ng mga bata ay biglang hinampas ang ulo ko ng payong sa loob ng banyo kagabi bago matulog dahil sa hinala niyang may iba ako.,Tagalog,High,77,P2,Yes,Yes,97
Physical + Psychological Abuse,Ang step-father ng anak ko ay sinakal ako hanggang sa mawalan ako ng hininga sa harap ng sari-sari store noong araw ng sweldo dahil sa hinala niyang may iba ako.,Tagalog,Critical,84,P1,Yes,No,98
Psychological Abuse,Yung landlord naming nanghaharass ay pinunit ang mga damit ko at pinalayas ako sa harap ng sari-sari store kaninang alas-tres ng madaling araw kasi umiiyak ang bata at naingayan siya.,Tagalog,High,91,P2,Yes,No,95
Neglect / Acts of Omission,Yung asawa kong lasinggero ay ikinulong ang mga bata sa madilim na bodega sa gitna ng kalsada kaninang alas-tres ng madaling araw dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,96,P2,Yes,No,95
Physical + Psychological Abuse,Yung ex-live-in partner ko ay binato ako ng makapal na libro nang ubod ng lakas sa garahe kaninang tanghaling tapat kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,76,P1,No,Yes,89
Economic Abuse,Yung asawa kong lasinggero ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa kwarto ng mga bata habang kumakain kami ng hapunan dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,Critical,99,P1,Yes,No,96
Sexual Abuse,Ang biyenan kong malupit ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa kwarto ng mga bata habang kumakain kami ng hapunan dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,76,P1,Yes,No,90
Psychological Abuse,Yung asawa kong lasinggero ay pinunit ang mga damit ko at pinalayas ako sa garahe kaninang alas-tres ng madaling araw kasi humingi ako ng pambili ng gamot.,Tagalog,High,81,P2,No,No,89
Physical Abuse,Yung landlord naming nanghaharass ay biglang hinampas ang ulo ko ng kord ng kuryente sa kwarto ng mga bata kahapon ng hapon kasi umiiyak ang bata at naingayan siya.,Tagalog,High,93,P2,Yes,Yes,86
Physical Abuse,Ang biyenan kong malupit ay sinakal ako hanggang sa mawalan ako ng hininga sa kusina habang nagluluto kagabi bago matulog dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,77,P2,No,No,85
Economic Abuse,Ang kinakasama ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa tapat ng kapitbahay kaninang tanghaling tapat dahil natalo siya sa sugal.,Tagalog,High,77,P2,No,No,95
Economic Abuse,Ang lolo ng mga bata ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa tapat ng kapitbahay habang kumakain kami ng hapunan kasi lasing na lasing siya.,Tagalog,Critical,98,P1,Yes,No,95
Physical Abuse,Ang kinakasama ko ay sinakal ako hanggang sa mawalan ako ng hininga sa garahe kaninang umaga bago pumasok dahil natalo siya sa sugal.,Tagalog,Critical,90,P1,No,No,90
Elder Abuse,Yung ex-live-in partner ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa gitna ng kalsada noong kasagsagan ng ulan dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,77,P2,No,No,94
Elder Abuse,Yung landlord naming nanghaharass ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa kwarto ng mga bata kaninang alas-tres ng madaling araw kasi lasing na lasing siya.,Tagalog,Critical,76,P1,Yes,No,92
Physical Abuse,Yung ex-live-in partner ko ay sinakal ako hanggang sa mawalan ako ng hininga sa loob ng banyo habang kumakain kami ng hapunan dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,99,P2,No,No,87
Neglect / Acts of Omission,Yung asawa kong lasinggero ay ikinulong ang mga bata sa madilim na bodega sa garahe noong kasagsagan ng ulan kasi lasing na lasing siya.,Tagalog,Critical,77,P1,Yes,No,90
Neglect / Acts of Omission,Ang step-father ng anak ko ay ikinulong ang mga bata sa madilim na bodega sa may hagdanan noong araw ng sweldo dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,96,P1,Yes,No,87
Neglect / Acts of Omission,Ang biyenan kong malupit ay ikinulong ang mga bata sa madilim na bodega sa kwarto ng mga bata habang kumakain kami ng hapunan kasi wala daw kaming maiulam.,Tagalog,Critical,79,P1,Yes,No,91
Psychological Abuse,Ang kuya ko ay pinunit ang mga damit ko at pinalayas ako sa kwarto ng mga bata kaninang umaga bago pumasok dahil natalo siya sa sugal.,Tagalog,Critical,89,P1,Yes,No,93
Economic Abuse,Ang step-father ng anak ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa loob ng banyo kahapon ng hapon dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,92,P1,Yes,No,86
Physical + Psychological Abuse,Ang kuya ko ay binato ako ng dos por dos nang ubod ng lakas sa gitna ng kalsada habang kumakain kami ng hapunan kasi humingi ako ng pambili ng gamot.,Tagalog,High,83,P2,No,Yes,92
